window_id,start_time,end_time,accel_VectorRMS,accel_PC1_PeakToPeak,accel_VectorCrestFactor,accel_PC1_DominantFreq,accel_PC1_RMSF,accel_PC1_VarianceRatio,accel_PC1_Direction_X,accel_PC1_Direction_Y,accel_PC1_Direction_Z,gyro_VectorRMS,gyro_STD_X,gyro_STD_Y,gyro_STD_Z,pressure_Mean,temperature_Mean
0,0.0,10.0,1.0286455791476479,0.3228817817053787,1.1127176262387797,1.3,2.492860175714865,0.4755405482016986,-0.9773857972241208,-0.18949993215265395,-0.09384444095794645,4.092250952476751,0.22326010956056636,1.57586206527997,1.4197110567663371,1023.7433593750001,25.69843749999999
1,5.0,15.0,1.0395165880335315,0.39330746412981077,1.1010810988936952,1.7000000000000002,2.8222422930754525,0.5495833570647507,-0.9672957419099548,-0.21457275911695353,0.13526817337351837,4.389752076071609,0.2549666231028767,1.7901326414164807,1.6656209278261371,1023.7625781249999,25.7359375
2,10.0,20.0,1.0219984368872588,0.37040307196645617,1.119954811825657,0.30000000000000004,2.453668322178109,0.549875261901833,-0.8934819745929901,-0.4387098736223612,0.09603961611576312,4.400055306372935,0.28696448991307155,1.8586579473502953,1.8017017646084323,1023.75875,25.783593750000005
3,15.0,25.0,1.0218027684333828,0.3178355914219738,1.093644725307315,0.2,2.1990442427527754,0.5345804132401671,-0.9144450849336988,-0.3809060372963925,-0.13675078570801308,4.762167626361182,0.2723521595400932,2.3273157104385467,1.8623941364023973,1023.7508593749999,25.79765625000001
4,20.0,30.0,1.0210422546884996,0.3385897497738489,1.1477517865193194,0.30000000000000004,2.249579685567103,0.533849591755031,-0.9049187487364425,-0.39673981138302783,-0.15401162374649147,4.935694038060276,0.4080112367765593,2.343980680567443,1.8349833789106362,1023.767265625,25.800000000000008
5,25.0,35.0,1.0225827758365091,0.3460334016975517,1.1569911487776063,0.6000000000000001,2.22723195775115,0.4697374194072551,-0.7684488106886131,-0.33536598592565536,0.5449918172187261,4.4111778952558405,0.39796675687120525,1.774935966345396,1.7257730995717382,1023.772734375,25.800000000000008
6,30.0,40.0,1.021855408948289,0.39977766557320604,1.157814706635416,0.6000000000000001,2.368620452598791,0.4929503135258573,-0.8137604363578965,-0.3059781963789733,0.4941369198504362,4.347125743217436,0.2818739943153051,1.7853829617302337,1.7730134220790423,1023.7452343750001,25.807031250000005
7,35.0,45.0,1.0129823733273324,0.40333807906848773,1.2060033349632828,0.5,2.253849937638409,0.545808859395663,-0.7715322312503173,-0.6027627496475959,-0.2035069624832933,4.5047288790676685,0.3239223474493911,1.9830988718324805,2.1471146871608364,1023.745,25.847656249999993
8,40.0,50.0,1.021121039937541,0.3816107004745073,1.1963910963645499,0.9,2.133164494355222,0.5662588684353683,-0.7775984478870063,-0.5514451441669428,-0.3020743398874163,4.321280891838886,0.3237492361198457,1.8143702932114112,2.003053440233473,1023.752890625,25.889062499999994
9,45.0,55.0,1.025312483846388,0.3617173784066562,1.1260213445411003,0.6000000000000001,2.147925654994768,0.5344979239624869,-0.8739647870612355,-0.4008341405914377,0.2748045536619306,4.23288781440933,0.42094908906580036,1.7897372196361543,1.429565831823456,1023.738125,25.898437499999993
