window_id,start_time,end_time,accel_VectorRMS,accel_PC1_PeakToPeak,accel_VectorCrestFactor,accel_PC1_DominantFreq,accel_PC1_RMSF,accel_PC1_VarianceRatio,accel_PC1_Direction_X,accel_PC1_Direction_Y,accel_PC1_Direction_Z,gyro_VectorRMS,gyro_STD_X,gyro_STD_Y,gyro_STD_Z,pressure_Mean,temperature_Mean
0,0.0,10.0,1.0319038939776561,0.38543920162940715,1.198888947494412,1.5,2.7186332450459068,0.4926216450044281,-0.7015301635478768,0.31857774059544475,0.6374665895790861,4.356465832485017,0.42624877784603016,1.9476021786392195,1.7019140538691142,1023.6064843749999,25.217968749999994
1,5.0,15.0,1.0252273053602552,0.3566268218700519,1.2066964729656111,0.1,2.3331851265718626,0.4733864686715602,-0.40249502023813233,0.4222484242014775,0.8122216612125501,4.389163211776178,0.3882997859226278,1.7229805252549184,1.7677745463127323,1023.6295312499999,25.199999999999992
2,10.0,20.0,1.0311024890332798,0.4699863002804989,1.1998207612961427,0.4,2.419116193587316,0.5350673981086078,-0.3700232667208417,-0.2911339874043861,-0.8822266055063508,4.331239418286136,0.4233926430684262,1.7589640102569675,1.636043410832456,1023.62796875,25.191406249999996
3,15.0,25.0,1.0494774935429176,0.44243709812368825,1.14860658416978,1.0,2.729348455625795,0.4946058716509491,-0.5193787988179964,-0.20668442464276682,-0.8291726068488177,4.4780231426570225,0.43051910852218206,1.9542834702643417,1.749085239085922,1023.625,25.151562500000004
4,20.0,30.0,1.0320939755162195,0.38581013679707504,1.1608126879043035,0.1,2.2703200800337844,0.5241427354198325,-0.9756237882847425,-0.1301899551859265,-0.17666012368843748,4.3975197515545625,0.3186958672132548,1.8823611194048409,1.7252709373147583,1023.6360937499999,25.110156250000006
5,25.0,35.0,1.0138728899774616,0.3463996574470496,1.1329257448044916,0.30000000000000004,2.3870049411385637,0.4787758830521646,-0.7505301676958335,-0.41952533930802316,-0.5105907921779946,4.402301870799028,0.33911500560843455,1.9233756824931159,1.708411756850981,1023.633203125,25.100000000000005
6,30.0,40.0,1.0196003202848654,0.3919079660859732,1.1600728946243297,0.30000000000000004,1.943892011764612,0.5190314771621588,-0.8294199799637687,-0.5202732604584763,-0.20341639877061896,4.456328528331577,0.2794311647787508,2.0953765806113673,1.8066635942722298,1023.640625,25.0703125
7,35.0,45.0,1.026112199639981,0.427873821006264,1.198412386952592,0.5,2.2798231848508084,0.49306363573547407,-0.8572103513270667,-0.46131803614624145,-0.22885821615992058,4.462737953057097,0.4629936192214956,2.006852810130257,1.839258243607919,1023.64765625,25.0203125
8,40.0,50.0,1.0349054206106831,0.42079802284854256,1.1882299058073267,0.9,2.3154787474923992,0.4329800191738099,-0.9598180529144977,-0.27416988523883407,0.059834599752541136,4.492332968522939,0.5017496923650797,1.8416211684744552,1.9608324015086118,1023.6353124999999,25.0
9,45.0,55.0,1.0459057199384656,0.414447433639749,1.1841937039740722,0.6000000000000001,2.5153579376405744,0.45305805928100085,0.8169971098224074,0.16291647985286428,-0.5531491147368715,4.385493872763577,0.4525915143561438,1.4970172039968346,1.866777041732469,1023.623984375,25.0
10,50.0,60.0,1.0382732235769518,0.3804294618804529,1.192898882853454,0.30000000000000004,2.5367527781397436,0.4927547277224904,-0.6965489516516139,-0.4094169257264674,-0.5892345363959296,4.363346124079045,0.44960436788521085,1.5230156933490542,1.6195621724616658,1023.6160156249999,24.9984375
11,55.0,65.0,1.0304243691921304,0.4230413772192583,1.2213357386316908,0.30000000000000004,2.4196748315857506,0.5062366601040621,-0.5451571481651116,-0.41807358279520435,-0.7266485829981808,4.881612213329539,0.4121022772019101,1.9986561507432459,2.256212139267343,1023.5965624999999,24.99453125
12,60.0,70.0,1.0407697804690046,0.4858878166465891,1.2091954740310067,0.30000000000000004,2.537788165665959,0.528630112239486,-0.4738183403360133,-0.38882962464810444,-0.7901314468854151,5.113187592110168,0.3816586121904696,2.275445099671414,2.5424823708938775,1023.588359375,24.982812499999994
13,65.0,75.0,1.0472789891398329,0.4515174022172279,1.1884009074777364,0.4,2.5359425575081507,0.4987666234259746,-0.5010797550423455,-0.5054478653036142,-0.7024539376690281,4.953088351078926,0.3968434388010385,2.3526615979461822,2.3813249631240083,1023.5938281249998,24.936718749999997
14,70.0,80.0,1.0409072694124222,0.340747825039342,1.1435486693276025,0.1,2.1776663114851824,0.4607580509806833,-0.7659321892272897,-0.554894159324203,-0.3247158041324402,4.800510061880795,0.46703178786509264,2.370234289968021,2.1912065323707557,1023.6031249999999,24.899999999999995
15,75.0,85.0,1.0364530312259692,0.3609810284642779,1.1484631594178685,0.1,2.019929554380739,0.47508744718488616,-0.9438683464690528,0.08895568633067244,0.3181185791544014,4.373907464968752,0.5113985080373497,2.0755722698242005,1.995684529583434,1023.610390625,24.899999999999995
16,80.0,90.0,1.0248613685594872,0.3658032426262913,1.1597131102602183,0.5,2.2623424139144652,0.4875080563163632,-0.9406634331588578,-0.19336899569619836,-0.2788561224381402,4.4089746035076,0.4757593663866113,1.9339501320741468,1.8568083609659418,1023.606484375,24.899999999999995
17,85.0,95.0,1.0094429826564624,0.35930864217406566,1.1465469370135724,0.8,2.303216730213514,0.5280660411438499,-0.8130020411771846,-0.45532953467134807,-0.3629086605438137,4.581785808801452,0.4566135375199517,1.6809462259078727,1.4334211090598734,1023.5994531250001,24.898437499999993
18,90.0,100.0,1.0204262369608716,0.4620933598449122,1.143257545286703,0.7000000000000001,2.2673650599230935,0.4733049691990428,-0.9375498654270068,-0.3394906639506293,-0.07580461020388403,4.518209188989455,0.588124516585797,2.1552435450185476,1.5853221666832025,1023.583671875,24.892187499999995
19,95.0,105.0,1.0315578673404004,0.44029237938087834,1.1371853594384844,1.9000000000000001,2.5267766161216434,0.4705520878082451,-0.8636546690891317,-0.44704583503531525,-0.2329176548441959,4.823690567794344,0.7600494497554804,2.258878581437723,2.4716322260460735,1023.6011718750001,24.86875
20,100.0,110.0,1.0337463842893237,0.5988848603471175,1.2144123696828473,1.2000000000000002,2.5551870037856315,0.6129338992525594,-0.5639277607293713,-0.6387152954125589,-0.5234770788533195,4.935428239319132,0.7087111300794122,2.158422500115141,2.595782724809289,1023.62078125,24.828906250000006
21,105.0,115.0,1.0200935091558394,0.5848764249193837,1.2306659977032426,1.1,2.561515297009338,0.5495935544216857,-0.6547349485079679,-0.6127625747449863,-0.4425428501220683,4.535617371298876,0.461333194553009,1.7839639247130907,2.011164369342318,1023.619921875,24.803906250000008
22,110.0,120.0,1.017479966249336,0.3527353872564567,1.1794028978371796,1.3,2.4236819530408247,0.4930504730846607,-0.8716576899357023,-0.48352186985427986,-0.08012161349209065,4.3491717283563744,0.3945844076247826,1.4745166914446912,1.7548917107306057,1023.6234375000001,24.800000000000008
23,115.0,125.0,1.0203786107984625,0.5230151488638757,1.2213432556237434,0.6000000000000001,2.566939090542803,0.5675225982778002,-0.29388486593375823,-0.5626666573657662,-0.7726822880485436,4.486221165064759,0.3921051299176215,1.6582511292374227,1.9156780730795389,1023.6207031250001,24.800000000000008
24,120.0,130.0,1.0196601607582303,0.5317533207279155,1.222203811076344,0.6000000000000001,2.4802037602797395,0.5846232977256971,-0.29047618428392113,-0.507138425355503,-0.8114395873333977,4.4640624331204055,0.3952620766314705,1.6705074244173743,1.9947867769813161,1023.6140625,24.79531250000001
